
*************************************************************
                       POINT NUMBER = 1
*************************************************************
DyFeO3                  ref        calc    error^2    %P.R.E.
cell(c)                5.3020     5.4159  1.2968e-02    2.15
-------------------------------------------------------------
Dy2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9675     0.9708  1.0706e-05    0.34
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3911     0.3898  1.6693e-06    0.33
cell(3_y)              0.1515     0.1510  2.5301e-07    0.33
cell(3_z)              0.3795     0.3810  2.3778e-06    0.41
cell(4_x)              0.3911     0.3896  2.1170e-06    0.37
cell(4_y)              0.1515     0.1509  3.9564e-07    0.42
cell(4_z)              0.3795     0.3811  2.7159e-06    0.43
cell(Volume)        1214.7678  1246.6421  1.0160e+03    2.62
cell(a)               10.6700    10.7625  8.5598e-03    0.87
cell(b)               10.6700    10.7625  8.5598e-03    0.87
cell(c)               10.6700    10.7625  8.5598e-03    0.87
-------------------------------------------------------------
ErFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0691     0.0393  8.8560e-04   43.07
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4816     0.4925  1.1783e-04    2.25
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4594     0.4553  1.6565e-05    0.89
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6137     0.5952  3.4110e-04    3.01
cell(4_x)              0.3059     0.2961  9.6334e-05    3.21
cell(4_y)              0.0573     0.0508  4.2237e-05   11.34
cell(4_z)              0.1910     0.2019  1.1794e-04    5.69
cell(5_x)              0.4594     0.4549  1.9820e-05    0.97
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6137     0.5954  3.3317e-04    2.97
cell(6_x)              0.3059     0.2963  9.2141e-05    3.14
cell(6_y)              0.0573     0.0510  3.9917e-05   11.03
cell(6_z)              0.1910     0.2019  1.1874e-04    5.71
cell(Volume)         223.0089   226.8077  1.4431e+01    1.70
cell(a)                5.5820     5.4939  7.7532e-03    1.58
cell(b)                7.5910     7.6711  6.4104e-03    1.05
cell(c)                5.2630     5.3817  1.4084e-02    2.25
-------------------------------------------------------------
Er2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9670     0.9709  1.5257e-05    0.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3911     0.3899  1.5154e-06    0.31
cell(3_y)              0.1512     0.1510  3.8809e-08    0.13
cell(3_z)              0.3799     0.3810  1.2477e-06    0.29
cell(4_x)              0.3911     0.3897  1.9488e-06    0.36
cell(4_y)              0.1512     0.1509  1.0498e-07    0.21
cell(4_z)              0.3799     0.3811  1.5104e-06    0.32
cell(Volume)        1172.2391  1205.0254  1.0749e+03    2.80
cell(a)               10.5440    10.6414  9.4866e-03    0.92
cell(b)               10.5440    10.6414  9.4866e-03    0.92
cell(c)               10.5440    10.6414  9.4866e-03    0.92
-------------------------------------------------------------
EuFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4399     0.4668  7.2098e-04    6.10
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0145     0.0053  8.4769e-05   63.50
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5320     0.5322  3.2761e-08    0.03
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5978     0.5797  3.2801e-04    3.03
cell(4_x)              0.1994     0.2084  8.1324e-05    4.52
cell(4_y)              0.0506     0.0422  6.9890e-05   16.52
cell(4_z)              0.3023     0.2931  8.4935e-05    3.05
cell(5_x)              0.5320     0.5326  3.3756e-07    0.11
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5978     0.5799  3.1998e-04    2.99
cell(6_x)              0.1994     0.2082  7.8252e-05    4.44
cell(6_y)              0.0506     0.0424  6.7240e-05   16.21
cell(6_z)              0.3023     0.2931  8.4456e-05    3.04
cell(Volume)         231.4371   234.1066  7.1263e+00    1.15
cell(a)                5.6060     5.5383  4.5848e-03    1.21
cell(b)                7.6850     7.7392  2.9335e-03    0.70
cell(c)                5.3720     5.4619  8.0829e-03    1.67
-------------------------------------------------------------
Eu2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2806     0.2794  1.3271e-06    0.41
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.0960     0.0990  9.1023e-06    3.14
cell(3_y)              0.3559     0.3603  1.9316e-05    1.23
cell(3_z)              0.1301     0.1311  9.5844e-07    0.75
cell(4_x)              0.0960     0.0991  9.8722e-06    3.27
cell(4_y)              0.3559     0.3605  2.0757e-05    1.28
cell(4_z)              0.1301     0.1312  1.1642e-06    0.83
cell(Volume)        1283.7630  1306.6168  5.2230e+02    1.78
cell(a)               10.8683    10.9324  4.1106e-03    0.59
cell(b)               10.8683    10.9324  4.1106e-03    0.59
cell(c)               10.8683    10.9324  4.1106e-03    0.59
-------------------------------------------------------------
HoFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4709     0.4616  8.6527e-05    1.98
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0061     0.0071  9.8208e-07   16.25
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5422  9.7257e-04    6.10
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5922  5.3977e-04    4.08
cell(4_x)              0.2190     0.2047  2.0503e-04    6.54
cell(4_y)              0.0390     0.0491  1.0292e-04   26.01
cell(4_z)              0.2800     0.2973  2.9874e-04    6.17
cell(5_x)              0.5110     0.5426  9.9692e-04    6.18
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5924  5.4986e-04    4.12
cell(6_x)              0.2190     0.2045  2.1100e-04    6.63
cell(6_y)              0.0390     0.0493  1.0656e-04   26.47
cell(6_z)              0.2800     0.2973  2.9787e-04    6.16
cell(Volume)         224.3297   228.3238  1.5953e+01    1.78
cell(a)                5.5910     5.5048  7.4232e-03    1.54
cell(b)                7.6020     7.6833  6.6024e-03    1.07
cell(c)                5.2780     5.3983  1.4484e-02    2.28
-------------------------------------------------------------
Ho2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9673     0.9708  1.2433e-05    0.36
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3888     0.3898  1.0774e-06    0.27
cell(3_y)              0.1519     0.1510  8.1180e-07    0.59
cell(3_z)              0.3811     0.3810  4.9000e-09    0.02
cell(4_x)              0.3888     0.3897  7.6213e-07    0.22
cell(4_y)              0.1519     0.1509  1.0568e-06    0.68
cell(4_z)              0.3811     0.3811  1.5210e-09    0.01
cell(Volume)        1196.9246  1225.1733  7.9799e+02    2.36
cell(a)               10.6175    10.7004  6.8689e-03    0.78
cell(b)               10.6175    10.7004  6.8689e-03    0.78
cell(c)               10.6175    10.7004  6.8689e-03    0.78
-------------------------------------------------------------
LaFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4709     0.4835  1.5972e-04    2.68
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0061     0.0019  1.8054e-05   69.66
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5110     0.5144  1.1492e-05    0.66
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5690     0.5564  1.5909e-04    2.22
cell(4_x)              0.2190     0.2189  1.0000e-08    0.05
cell(4_y)              0.0390     0.0292  9.6708e-05   25.22
cell(4_z)              0.2800     0.2816  2.6147e-06    0.58
cell(5_x)              0.5110     0.5146  1.3308e-05    0.71
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5690     0.5566  1.5299e-04    2.17
cell(6_x)              0.2190     0.2188  4.8400e-08    0.10
cell(6_y)              0.0390     0.0293  9.4304e-05   24.90
cell(6_z)              0.2800     0.2817  2.9447e-06    0.61
cell(Volume)         242.8598   248.5908  3.2844e+01    2.36
cell(a)                5.5647     5.6117  2.2132e-03    0.85
cell(b)                7.8551     7.9155  3.6441e-03    0.77
cell(c)                5.5560     5.5964  1.6341e-03    0.73
-------------------------------------------------------------
La2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.3333     0.3333  0.0000e+00    0.00
cell(1_y)              0.6667     0.6667  0.0000e+00    0.00
cell(1_z)              0.2469     0.2491  5.0445e-06    0.91
cell(2_x)              0.3333     0.3333  0.0000e+00    0.00
cell(2_y)              0.6667     0.6667  0.0000e+00    0.00
cell(2_z)              0.6454     0.6615  2.5898e-04    2.49
cell(3_x)              0.0000     0.0000  0.0000e+00    0.00
cell(3_y)              0.0000     0.0000  0.0000e+00    0.00
cell(3_z)              0.0000     0.0000  0.0000e+00    0.00
cell(4_x)              0.3333     0.3333  0.0000e+00    0.00
cell(4_y)              0.6667     0.6667  0.0000e+00    0.00
cell(4_z)              0.6454     0.6621  2.7856e-04    2.59
cell(5_x)              0.0000     0.0000  0.0000e+00    0.00
cell(5_y)              0.0000     0.0000  0.0000e+00    0.00
cell(5_z)              0.0000     0.0000  0.0000e+00    0.00
cell(Volume)          82.7264    85.3040  6.6440e+00    3.12
cell(a)                3.9360     3.9294  4.3481e-05    0.17
cell(b)                3.9360     3.9294  4.3481e-05    0.17
cell(c)                6.1660     6.3795  4.5573e-02    3.46
-------------------------------------------------------------
LuFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0715     0.0416  8.9269e-04   41.79
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4800     0.4910  1.2023e-04    2.28
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4539     0.4476  3.9791e-05    1.39
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6199     0.6042  2.4517e-04    2.53
cell(4_x)              0.3071     0.2981  8.1396e-05    2.94
cell(4_y)              0.0621     0.0558  3.9451e-05   10.11
cell(4_z)              0.1893     0.1996  1.0689e-04    5.46
cell(5_x)              0.4539     0.4472  4.4476e-05    1.47
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6199     0.6045  2.3836e-04    2.49
cell(6_x)              0.3071     0.2983  7.7001e-05    2.86
cell(6_y)              0.0621     0.0560  3.7112e-05    9.81
cell(6_z)              0.1893     0.1997  1.0843e-04    5.50
cell(Volume)         218.7534   221.9218  1.0038e+01    1.45
cell(a)                5.5470     5.4540  8.6404e-03    1.68
cell(b)                7.5650     7.6374  5.2364e-03    0.96
cell(c)                5.2130     5.3277  1.3150e-02    2.20
-------------------------------------------------------------
Lu2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9670     0.9711  1.6753e-05    0.42
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3912     0.3900  1.5550e-06    0.32
cell(3_y)              0.1521     0.1510  1.1925e-06    0.72
cell(3_z)              0.3800     0.3810  9.6432e-07    0.26
cell(4_x)              0.3912     0.3898  2.0051e-06    0.36
cell(4_y)              0.1521     0.1509  1.4933e-06    0.80
cell(4_z)              0.3800     0.3811  1.2122e-06    0.29
cell(Volume)        1110.3255  1143.0613  1.0716e+03    2.95
cell(a)               10.3550    10.4558  1.0157e-02    0.97
cell(b)               10.3550    10.4558  1.0157e-02    0.97
cell(c)               10.3550    10.4558  1.0157e-02    0.97
-------------------------------------------------------------
PrFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4563     0.4810  6.1241e-04    5.42
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0090     0.0022  4.6376e-05   75.67
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5212     0.5151  3.7540e-05    1.18
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5817     0.5562  6.4949e-04    4.38
cell(4_x)              0.2081     0.2180  9.8426e-05    4.77
cell(4_y)              0.0437     0.0292  2.0892e-04   33.08
cell(4_z)              0.2925     0.2825  1.0034e-04    3.42
cell(5_x)              0.5212     0.5154  3.3849e-05    1.12
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5817     0.5564  6.3797e-04    4.34
cell(6_x)              0.2081     0.2179  9.6040e-05    4.71
cell(6_y)              0.0437     0.0294  2.0543e-04   32.80
cell(6_z)              0.2925     0.2826  9.8506e-05    3.39
cell(Volume)         238.0849   242.8907  2.3096e+01    2.02
cell(a)                5.5780     5.5688  8.4990e-05    0.17
cell(b)                7.7860     7.8510  4.2216e-03    0.83
cell(c)                5.4820     5.5556  5.4099e-03    1.34
-------------------------------------------------------------
Pr2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9695     0.9702  5.1696e-07    0.07
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3905     0.3896  9.0250e-07    0.24
cell(3_y)              0.1494     0.1510  2.4492e-06    1.05
cell(3_z)              0.3786     0.3811  6.4465e-06    0.67
cell(4_x)              0.3905     0.3894  1.2166e-06    0.28
cell(4_y)              0.1494     0.1508  2.0880e-06    0.97
cell(4_z)              0.3786     0.3812  6.9011e-06    0.69
cell(Volume)        1438.3050  1443.4505  2.6475e+01    0.36
cell(a)               11.2880    11.3014  1.8077e-04    0.12
cell(b)               11.2880    11.3014  1.8077e-04    0.12
cell(c)               11.2880    11.3014  1.8077e-04    0.12
-------------------------------------------------------------
SmFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4433     0.4703  7.3149e-04    6.10
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0131     0.0044  7.6458e-05   66.75
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5290     0.5272  3.1684e-06    0.34
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.5947     0.5733  4.6006e-04    3.61
cell(4_x)              0.2008     0.2107  9.7693e-05    4.92
cell(4_y)              0.0497     0.0387  1.2151e-04   22.18
cell(4_z)              0.2996     0.2905  8.2047e-05    3.02
cell(5_x)              0.5290     0.5276  1.9349e-06    0.26
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.5947     0.5735  4.5020e-04    3.57
cell(6_x)              0.2008     0.2105  9.4634e-05    4.84
cell(6_y)              0.0497     0.0388  1.1822e-04   21.88
cell(6_z)              0.2996     0.2906  8.1126e-05    3.01
cell(Volume)         233.0557   236.9797  1.5397e+01    1.68
cell(a)                5.5970     5.5505  2.1652e-03    0.83
cell(b)                7.7110     7.7732  3.8644e-03    0.81
cell(c)                5.4000     5.4927  8.5879e-03    1.72
-------------------------------------------------------------
Sm2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9685     0.9705  3.9125e-06    0.20
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3907     0.3897  1.0568e-06    0.26
cell(3_y)              0.1504     0.1510  3.3756e-07    0.39
cell(3_z)              0.3791     0.3811  3.9800e-06    0.53
cell(4_x)              0.3907     0.3895  1.4066e-06    0.30
cell(4_y)              0.1504     0.1509  2.1068e-07    0.31
cell(4_z)              0.3791     0.3812  4.3723e-06    0.55
cell(Volume)        1329.1858  1347.5028  3.3551e+02    1.38
cell(a)               10.9950    11.0453  2.5277e-03    0.46
cell(b)               10.9950    11.0453  2.5277e-03    0.46
cell(c)               10.9950    11.0453  2.5277e-03    0.46
-------------------------------------------------------------
TmFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0691     0.0412  7.7925e-04   40.40
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4810     0.4913  1.0623e-04    2.14
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4559     0.4492  4.4369e-05    1.46
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6148     0.6024  1.5468e-04    2.02
cell(4_x)              0.3057     0.2977  6.3776e-05    2.61
cell(4_y)              0.0587     0.0548  1.5484e-05    6.70
cell(4_z)              0.1907     0.2000  8.7348e-05    4.90
cell(5_x)              0.4559     0.4489  4.9365e-05    1.54
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6148     0.6026  1.4928e-04    1.99
cell(6_x)              0.3057     0.2980  6.0001e-05    2.53
cell(6_y)              0.0587     0.0550  1.4040e-05    6.38
cell(6_z)              0.1907     0.2001  8.8586e-05    4.94
cell(Volume)         222.0563   222.9984  8.8761e-01    0.42
cell(a)                5.5760     5.4633  1.2702e-02    2.02
cell(b)                7.5840     7.6444  3.6425e-03    0.80
cell(c)                5.2510     5.3396  7.8445e-03    1.69
-------------------------------------------------------------
Tm2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9661     0.9711  2.4651e-05    0.51
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3890     0.3899  8.8548e-07    0.24
cell(3_y)              0.1540     0.1510  8.9461e-06    1.94
cell(3_z)              0.3790     0.3810  3.9521e-06    0.52
cell(4_x)              0.3890     0.3898  5.9908e-07    0.20
cell(4_y)              0.1540     0.1509  9.7344e-06    2.03
cell(4_z)              0.3790     0.3811  4.4310e-06    0.56
cell(Volume)        1154.5848  1156.1926  2.5850e+00    0.14
cell(a)               10.4908    10.4957  2.3688e-05    0.05
cell(b)               10.4908    10.4957  2.3688e-05    0.05
cell(c)               10.4908    10.4957  2.3688e-05    0.05
-------------------------------------------------------------
YbFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.0708     0.0404  9.2343e-04   42.92
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4806     0.4918  1.2569e-04    2.33
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4537     0.4516  4.2354e-06    0.45
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6169     0.5996  2.9988e-04    2.81
cell(4_x)              0.3077     0.2971  1.1162e-04    3.43
cell(4_y)              0.0599     0.0532  4.4810e-05   11.18
cell(4_z)              0.1886     0.2007  1.4619e-04    6.41
cell(5_x)              0.4537     0.4513  5.8952e-06    0.54
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6169     0.5998  2.9234e-04    2.77
cell(6_x)              0.3077     0.2974  1.0679e-04    3.36
cell(6_y)              0.0599     0.0534  4.2354e-05   10.86
cell(6_z)              0.1886     0.2007  1.4745e-04    6.44
cell(Volume)         221.1158   224.6224  1.2296e+01    1.59
cell(a)                5.5686     5.4765  8.4901e-03    1.65
cell(b)                7.5843     7.6561  5.1608e-03    0.95
cell(c)                5.2355     5.3573  1.4828e-02    2.33
-------------------------------------------------------------
Yb2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.2500     0.2500  0.0000e+00    0.00
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.2500     0.2500  0.0000e+00    0.00
cell(2_x)              0.9675     0.9710  1.2517e-05    0.37
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.3902     0.3899  7.2900e-08    0.07
cell(3_y)              0.1532     0.1510  4.7917e-06    1.43
cell(3_z)              0.3804     0.3810  3.5402e-07    0.16
cell(4_x)              0.3902     0.3898  1.8923e-07    0.11
cell(4_y)              0.1532     0.1509  5.3685e-06    1.51
cell(4_z)              0.3804     0.3811  5.0552e-07    0.19
cell(Volume)        1136.5858  1175.8673  1.5430e+03    3.46
cell(a)               10.4360    10.5549  1.4129e-02    1.14
cell(b)               10.4360    10.5549  1.4129e-02    1.14
cell(c)               10.4360    10.5549  1.4129e-02    1.14
-------------------------------------------------------------
YFeO3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0680     0.0385  8.6854e-04   43.34
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.4811     0.4924  1.2755e-04    2.35
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.4614     0.4504  1.2065e-04    2.38
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6109     0.6010  9.8327e-05    1.62
cell(4_x)              0.3069     0.2979  8.0317e-05    2.92
cell(4_y)              0.0583     0.0538  1.9981e-05    7.67
cell(4_z)              0.1927     0.1998  5.0894e-05    3.70
cell(5_x)              0.4614     0.4501  1.2819e-04    2.45
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6109     0.6013  9.2833e-05    1.58
cell(6_x)              0.3069     0.2982  7.6108e-05    2.84
cell(6_y)              0.0583     0.0540  1.8293e-05    7.34
cell(6_z)              0.1927     0.1999  5.1251e-05    3.72
cell(Volume)         224.7610   225.8387  1.1614e+00    0.48
cell(a)                5.5957     5.4780  1.3842e-02    2.10
cell(b)                7.6046     7.6847  6.4208e-03    1.05
cell(c)                5.2819     5.3647  6.8525e-03    1.57
-------------------------------------------------------------
Y2O3                    ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2825     0.2783  1.7783e-05    1.49
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.0978     0.0989  1.2232e-06    1.13
cell(3_y)              0.3587     0.3597  1.0754e-06    0.29
cell(3_z)              0.1305     0.1309  1.6892e-07    0.31
cell(4_x)              0.0978     0.0990  1.4835e-06    1.25
cell(4_y)              0.3587     0.3599  1.4019e-06    0.33
cell(4_z)              0.1305     0.1310  2.8516e-07    0.41
cell(Volume)        1192.3311  1175.8681  2.7103e+02    1.38
cell(a)               10.6039    10.5549  2.4040e-03    0.46
cell(b)               10.6039    10.5549  2.4040e-03    0.46
cell(c)               10.6039    10.5549  2.4040e-03    0.46
-------------------------------------------------------------
Fe2O3                   ref        calc    error^2    %P.R.E.
cell(1_x)              0.0000     0.0000  0.0000e+00    0.00
cell(1_y)              0.0000     0.0000  0.0000e+00    0.00
cell(1_z)              0.0000     0.0000  0.0000e+00    0.00
cell(2_x)              0.2850     0.2781  4.6950e-05    2.40
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.2500     0.2500  0.0000e+00    0.00
cell(3_x)              0.1290     0.1402  1.2632e-04    8.71
cell(3_y)              0.1470     0.1308  2.6315e-04   11.04
cell(3_z)              0.9165     0.9009  2.4211e-04    1.70
cell(4_x)              0.1290     0.1400  1.2175e-04    8.55
cell(4_y)              0.1470     0.1310  2.5757e-04   10.92
cell(4_z)              0.9165     0.9008  2.4699e-04    1.71
cell(Volume)         828.7298   816.1232  1.5893e+02    1.52
cell(a)                9.3930     9.3451  2.2917e-03    0.51
cell(b)                9.3930     9.3451  2.2917e-03    0.51
cell(c)                9.3930     9.3451  2.2917e-03    0.51
-------------------------------------------------------------
GdFeO3                  ref        calc    error^2    %P.R.E.
cell(1_x)              0.4372     0.4654  7.9665e-04    6.46
cell(1_y)              0.2500     0.2500  0.0000e+00    0.00
cell(1_z)              0.0156     0.0057  9.8426e-05   63.60
cell(2_x)              0.0000     0.0000  0.0000e+00    0.00
cell(2_y)              0.0000     0.0000  0.0000e+00    0.00
cell(2_z)              0.0000     0.0000  0.0000e+00    0.00
cell(3_x)              0.5328     0.5343  2.3409e-06    0.29
cell(3_y)              0.2500     0.2500  0.0000e+00    0.00
cell(3_z)              0.6005     0.5824  3.2689e-04    3.01
cell(4_x)              0.1984     0.2075  8.3138e-05    4.60
cell(4_y)              0.0506     0.0437  4.6991e-05   13.55
cell(4_z)              0.3043     0.2941  1.0406e-04    3.35
cell(5_x)              0.5328     0.5347  3.7249e-06    0.36
cell(5_y)              0.2500     0.2500  0.0000e+00    0.00
cell(5_z)              0.6005     0.5826  3.1898e-04    2.97
cell(6_x)              0.1984     0.2073  7.9888e-05    4.51
cell(6_y)              0.0506     0.0439  4.4769e-05   13.22
cell(6_z)              0.3043     0.2941  1.0375e-04    3.35
cell(Volume)         230.1715   232.8848  7.3618e+00    1.18
cell(a)                5.6110     5.5324  6.1842e-03    1.40
cell(b)                7.6690     7.7258  3.2285e-03    0.74
cell(c)                5.3490     5.4486  9.9231e-03    1.86
-------------------------------------------------------------
Gd2O3                   ref        calc    error^2    %P.R.E.
